sep=,
DeviceTag:,ST-3
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Euler)
StartTime: ,2024-12-10_14:33:40_194 CET
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
169,299753483,173.846039,-72.271072,-172.315430,0.155755,-0.352601,0.021945,0
170,299770150,173.699539,-72.300072,-172.583740,0.195221,-0.556945,0.043800,0
171,299786817,173.544128,-72.409744,-172.830582,0.296953,-0.685812,-0.055359,0
172,299803484,173.508057,-72.469307,-172.961914,0.335296,-0.783045,-0.107319,0
173,299820151,173.638123,-72.473137,-172.954773,0.332724,-0.769957,-0.091441,0
174,299836818,173.928024,-72.424782,-172.832993,0.139530,-0.626200,-0.115007,0
175,299853485,174.236191,-72.367477,-172.699921,0.040462,-0.389217,-0.138217,0
176,299870152,174.584564,-72.292908,-172.568802,0.102572,-0.120602,0.037826,0
177,299886819,174.791367,-72.316368,-172.373764,0.243615,0.014718,0.164704,0
178,299903486,174.880768,-72.495125,-172.192841,0.346433,0.097665,0.126606,0
179,299920153,174.859528,-72.697647,-172.112137,0.306507,0.078590,-0.143893,0
180,299936820,174.692047,-72.760193,-172.152328,0.320632,-0.050625,-0.305333,0
181,299953487,174.437424,-72.684166,-172.272232,0.397942,-0.283621,-0.187381,0
182,299970154,174.189026,-72.569252,-172.387222,0.455307,-0.512716,0.008358,0
183,299986821,174.029663,-72.476387,-172.388916,0.444309,-0.605846,0.106107,0
184,300003488,173.979645,-72.424667,-172.252014,0.286831,-0.657593,0.038527,0
185,300020155,173.900742,-72.408348,-172.130478,0.130342,-0.685889,-0.114075,0
186,300036822,173.891327,-72.329124,-172.061523,0.249177,-0.539236,-0.228209,0
187,300053489,174.049591,-72.113113,-171.948746,0.292063,-0.356519,-0.215420,0
188,300070156,174.217300,-71.822044,-171.772797,0.237228,-0.314946,-0.041856,0
189,300086823,174.282883,-71.615105,-171.620850,0.225636,-0.340375,0.210348,0
190,300103490,174.278366,-71.561783,-171.604263,0.229741,-0.364149,0.208404,0
191,300120157,174.234818,-71.601074,-171.696335,0.342407,-0.355064,0.081458,0
192,300136824,174.223007,-71.611877,-171.775070,0.331857,-0.344825,-0.109934,0
193,300153491,174.238052,-71.503944,-171.765610,0.290934,-0.382044,-0.227341,0
194,300170158,174.294601,-71.312202,-171.692932,0.245379,-0.423275,-0.160571,0
195,300186825,174.413345,-71.160202,-171.650497,0.203623,-0.406391,-0.029308,0
196,300203492,174.596100,-71.038155,-171.631424,0.162923,-0.291004,0.083844,0
197,300220159,174.750183,-70.950356,-171.602051,0.049384,-0.264928,0.104728,0
198,300236826,174.769424,-70.952309,-171.538544,0.088596,-0.227478,0.076769,0
199,300253493,174.675827,-71.061691,-171.352585,0.131761,-0.224511,-0.232264,0
200,300270160,174.505951,-71.093681,-171.356003,0.089871,-0.346100,-0.352424,0
201,300286827,174.315506,-70.982193,-171.675537,0.417473,-0.420230,0.105253,0
202,300303494,174.378784,-70.941917,-171.855927,0.544748,-0.455853,0.386105,0
